ID_Venta,Fecha,Cliente,Ciudad,Producto,Cantidad,Precio_Unitario,Total,Clasificación
5736,2024-04-18,Thomas Ross,Medellín,Celular,1,189642,189642,Normal
5737,2025-02-28,Steven Johnson,Cartagena,Mouse,9,1138174,10243566,Alta
5738,2024-04-15,Sheila Anderson,Barranquilla,Monitor,3,1228959,3686877,Normal
5739,2024-04-25,Wesley Knight,Cartagena,Monitor,1,1487508,1487508,Normal
5740,2024-12-23,Matthew Bennett,Barranquilla,Tablet,6,1218589,7311534,Alta
5741,2024-12-02,Charles Moore,Cartagena,Teclado,4,1272902,5091608,Alta
5742,2024-10-22,William Thomas,Medellín,Laptop,1,1428475,1428475,Normal
5743,2025-01-22,Natalie Turner,Barranquilla,Teclado,4,381752,1527008,Normal
5744,2024-05-01,Jason Oliver,Bogotá,Monitor,8,216562,1732496,Normal
5745,2025-02-03,Jessica Cameron,Barranquilla,Monitor,7,159843,1118901,Normal
5746,2025-01-22,Carolyn Weber,Medellín,Teclado,1,1987521,1987521,Normal
5747,2024-08-31,Eric Zamora,Barranquilla,Monitor,9,958072,8622648,Alta
5748,2024-04-22,Aaron Hunter,Cartagena,Mouse,6,1510166,9060996,Alta
5749,2024-04-06,Elijah Brown,Cartagena,Celular,2,1562485,3124970,Normal
5750,2024-12-15,Omar Patterson,Medellín,Monitor,3,1599700,4799100,Normal
5751,2025-01-29,Gary West,Cali,Teclado,7,1947734,13634138,Alta
5752,2024-06-23,Kelly Bridges,Cartagena,Teclado,3,1941906,5825718,Alta
5753,2024-07-15,Christopher Hernandez,Bogotá,Teclado,3,707796,2123388,Normal
5754,2024-08-11,Maria Price,Medellín,Tablet,5,538161,2690805,Normal
5755,2025-03-23,Susan Welch,Barranquilla,Mouse,3,1325332,3975996,Normal
5756,2024-11-01,David Johnson,Barranquilla,Mouse,3,1399334,4198002,Normal
5757,2025-03-18,Phyllis Robertson,Bogotá,Tablet,5,1649758,8248790,Alta
5758,2024-10-31,Brenda Bennett,Cartagena,Mouse,5,1324522,6622610,Alta
5759,2024-11-29,Monique Barton,Medellín,Tablet,9,1143497,10291473,Alta
5760,2024-11-23,Jennifer Suarez,Bogotá,Mouse,1,309290,309290,Normal
5761,2024-11-08,Natalie Ford,Cartagena,Tablet,1,1458728,1458728,Normal
5762,2025-03-21,Joseph Santana,Medellín,Tablet,9,180119,1621071,Normal
5763,2025-02-13,Jessica Berry,Barranquilla,Mouse,5,527620,2638100,Normal
5764,2024-05-24,Marie Barnett,Medellín,Tablet,4,1130742,4522968,Normal
5765,2024-06-20,Dalton Herman,Cali,Mouse,2,781408,1562816,Normal
5766,2024-10-29,Joseph Martin,Medellín,Tablet,9,351987,3167883,Normal
5767,2024-04-10,Anna Juarez,Cali,Teclado,6,1655204,9931224,Alta
5768,2025-01-24,Mark Norris,Medellín,Laptop,9,1690492,15214428,Alta
5769,2024-06-09,Ann Sloan,Cali,Mouse,5,439609,2198045,Normal
5770,2024-12-30,James Martin,Barranquilla,Tablet,4,1765074,7060296,Alta
5771,2024-10-07,Kyle Gonzalez,Cartagena,Teclado,7,1781957,12473699,Alta
5772,2025-03-17,Devin Dean,Cali,Laptop,5,614818,3074090,Normal
5773,2024-06-20,Kristin Patel,Cali,Tablet,8,506484,4051872,Normal
5774,2025-01-23,Alex Bush,Barranquilla,Laptop,8,1497946,11983568,Alta
5775,2024-11-14,Juan Taylor,Cali,Mouse,2,982188,1964376,Normal
5776,2024-04-30,Andrew Garcia,Bogotá,Laptop,5,164734,823670,Normal
5777,2024-10-20,Ivan Odonnell,Barranquilla,Celular,8,503920,4031360,Normal
5778,2025-02-13,David Nicholson,Bogotá,Monitor,3,1218626,3655878,Normal
5779,2024-08-02,Dawn Smith,Barranquilla,Celular,7,212726,1489082,Normal
5780,2024-07-29,Monica Shaw,Cali,Mouse,3,518050,1554150,Normal
5781,2025-03-13,Karen Haney,Bogotá,Mouse,6,148308,889848,Normal
5782,2024-05-28,Steven Davis,Cali,Laptop,2,315350,630700,Normal
5783,2025-01-25,Michael Watson,Barranquilla,Teclado,6,1245004,7470024,Alta
5784,2024-11-02,Jill Rogers,Cali,Tablet,6,816097,4896582,Normal
5785,2025-01-17,Brandon Stewart,Bogotá,Monitor,8,1602914,12823312,Alta
5786,2025-01-18,Allen Rivers,Bogotá,Tablet,5,1373171,6865855,Alta
5787,2024-05-11,Adrian Powell,Cali,Teclado,1,269455,269455,Normal
5788,2024-06-22,Lindsey Meadows,Medellín,Mouse,8,150420,1203360,Normal
5789,2024-09-15,Jeffrey Martin,Barranquilla,Monitor,9,485963,4373667,Normal
5790,2024-11-25,Christopher Brown,Barranquilla,Celular,1,1818776,1818776,Normal
5791,2024-10-14,Kimberly Garcia,Cali,Mouse,5,1249256,6246280,Alta
5792,2024-10-19,Beverly Torres,Medellín,Mouse,6,1668623,10011738,Alta
5793,2024-06-30,Lauren Wise,Bogotá,Laptop,4,124771,499084,Normal
5794,2024-08-30,Jonathan Coffey,Cartagena,Teclado,2,905912,1811824,Normal
5795,2024-04-30,Tiffany Cox,Cartagena,Laptop,5,185555,927775,Normal
5796,2024-08-05,Amanda Barron,Cali,Laptop,4,1165521,4662084,Normal
5797,2024-12-10,Joseph Frazier,Medellín,Tablet,7,635929,4451503,Normal
5798,2024-10-10,Timothy Gates,Medellín,Mouse,6,1688096,10128576,Alta
5799,2025-03-12,Tiffany Wade,Barranquilla,Teclado,3,1848262,5544786,Alta
5800,2024-04-20,Alyssa Moses,Bogotá,Laptop,9,1880787,16927083,Alta
5801,2025-01-18,Michelle Miller,Medellín,Celular,4,1042119,4168476,Normal
5802,2024-07-27,Allen Grant,Cartagena,Monitor,5,617863,3089315,Normal
5803,2025-02-26,David Gomez,Bogotá,Teclado,3,615643,1846929,Normal
5804,2024-09-08,Patricia Gomez,Bogotá,Tablet,8,1958263,15666104,Alta
5805,2024-06-28,Ronnie Henderson,Cali,Teclado,7,1310357,9172499,Alta
5806,2024-09-14,Dalton Frederick,Medellín,Mouse,7,856168,5993176,Alta
5807,2024-11-28,Jacob Murray,Cali,Tablet,8,1466893,11735144,Alta
5808,2024-06-30,Joshua Brooks,Medellín,Monitor,7,1074532,7521724,Alta
5809,2024-10-11,Carol Williams,Barranquilla,Celular,3,1108403,3325209,Normal
5810,2024-04-28,Tammy Wheeler,Cali,Laptop,3,480929,1442787,Normal
5811,2024-09-10,Michael Logan,Cali,Teclado,2,1583881,3167762,Normal
5812,2024-11-07,Paul Freeman,Cartagena,Tablet,1,1519479,1519479,Normal
5813,2024-12-07,Shannon Page,Cali,Monitor,5,1718696,8593480,Alta
5814,2024-08-22,Robert Oliver,Medellín,Laptop,4,368966,1475864,Normal
5815,2025-03-18,Ashley Davis,Cartagena,Monitor,2,875926,1751852,Normal
5816,2024-08-22,Matthew Peterson,Cali,Celular,1,1169469,1169469,Normal
5817,2025-03-17,Adam Thomas,Cali,Laptop,3,1799765,5399295,Alta
5818,2025-01-19,Louis Case,Barranquilla,Laptop,6,1488753,8932518,Alta
5819,2024-09-22,Teresa Deleon,Cali,Laptop,2,590553,1181106,Normal
5820,2024-07-13,Marcus Smith,Bogotá,Tablet,7,1949259,13644813,Alta
5821,2025-03-13,Elizabeth Leon,Cartagena,Laptop,7,188106,1316742,Normal
5822,2024-05-05,Marissa Garcia,Bogotá,Monitor,3,405289,1215867,Normal
5823,2024-08-28,Michael Sanchez,Cartagena,Tablet,1,355596,355596,Normal
5824,2024-08-06,Dr. John Davis DDS,Barranquilla,Laptop,9,185480,1669320,Normal
5825,2024-09-18,George Carter,Cali,Monitor,5,695503,3477515,Normal
5826,2024-07-15,Deborah Carter,Cali,Monitor,2,282909,565818,Normal
5827,2024-05-09,Joshua Wheeler,Cali,Teclado,8,1187956,9503648,Alta
5828,2024-10-02,Christina Valencia,Cartagena,Monitor,4,1956213,7824852,Alta
5829,2024-06-10,Julia Lam,Cali,Mouse,7,312880,2190160,Normal
5830,2025-02-10,Nicholas Donovan,Bogotá,Celular,5,1991967,9959835,Alta
5831,2024-11-18,Jeff Robinson,Cali,Laptop,3,429092,1287276,Normal
5832,2024-12-21,Austin Contreras,Barranquilla,Laptop,8,609125,4873000,Normal
5833,2024-08-18,Alex Anderson,Bogotá,Laptop,2,298857,597714,Normal
5834,2025-03-07,Charles Valdez,Cali,Monitor,1,1609567,1609567,Normal
5835,2025-03-20,Justin Todd,Cali,Monitor,5,284426,1422130,Normal
5836,2024-05-06,Jared Garcia,Medellín,Laptop,4,206177,824708,Normal
5837,2025-03-18,Samuel Benjamin,Cartagena,Mouse,7,1095654,7669578,Alta
5838,2025-02-09,Charles Johnson,Bogotá,Tablet,9,319885,2878965,Normal
5839,2024-04-14,Daniel Sullivan,Medellín,Tablet,6,1485091,8910546,Alta
5840,2024-06-05,Richard Small,Barranquilla,Celular,1,784388,784388,Normal
5841,2024-07-31,Miranda Ramirez,Cartagena,Teclado,8,1605874,12846992,Alta
5842,2024-05-09,Leah Leon,Bogotá,Celular,2,422036,844072,Normal
5843,2024-06-15,Steven Ellis,Cali,Laptop,4,613307,2453228,Normal
5844,2024-07-28,Matthew Richardson,Bogotá,Laptop,3,1294451,3883353,Normal
5845,2024-08-11,Melanie West,Cali,Laptop,6,178331,1069986,Normal
5846,2024-04-10,Erica Anthony,Cartagena,Teclado,2,488829,977658,Normal
5847,2024-10-25,Morgan Madden,Cali,Monitor,5,1261321,6306605,Alta
5848,2024-10-09,Scott Stevens,Barranquilla,Teclado,9,771013,6939117,Alta
5849,2024-07-11,Cory Mccoy,Cali,Celular,3,1169250,3507750,Normal
5850,2024-05-01,Kristina Macias,Barranquilla,Monitor,2,1129307,2258614,Normal
5851,2024-09-23,Stephanie Malone,Cartagena,Monitor,2,1103566,2207132,Normal
5852,2024-12-26,Chad Stephenson,Cartagena,Celular,9,1715209,15436881,Alta
5853,2024-05-15,Christine Rodriguez,Bogotá,Monitor,6,664208,3985248,Normal
5854,2024-12-07,Brian Duran,Barranquilla,Tablet,2,263686,527372,Normal
5855,2024-05-09,Christopher White,Barranquilla,Celular,3,1953976,5861928,Alta
5856,2024-07-24,Karen Collins,Medellín,Celular,1,183521,183521,Normal
5857,2025-02-17,Joseph Moore,Medellín,Tablet,2,998534,1997068,Normal
5858,2024-06-15,Todd Stewart,Medellín,Teclado,2,1792494,3584988,Normal
5859,2024-07-14,Miss Nicole Green,Cali,Teclado,2,1465570,2931140,Normal
5860,2025-01-15,Brittany Hooper,Medellín,Teclado,7,293220,2052540,Normal
5861,2024-08-05,Roger Barrett,Barranquilla,Monitor,3,291733,875199,Normal
5862,2024-04-06,Peter Anderson,Cali,Tablet,4,1427911,5711644,Alta
5863,2025-01-23,Donna Torres,Cartagena,Celular,2,1519875,3039750,Normal
5864,2025-02-23,Ethan Roberts,Bogotá,Celular,5,1270609,6353045,Alta
5865,2024-08-24,Eric Thompson,Medellín,Celular,9,1517330,13655970,Alta
5866,2024-09-17,Gina Shaw,Cartagena,Monitor,9,1265991,11393919,Alta
5867,2024-05-05,James Carter,Barranquilla,Monitor,7,866582,6066074,Alta
5868,2024-11-02,Gabrielle Meyer,Bogotá,Mouse,8,1148549,9188392,Alta
5869,2024-06-22,Raymond Collins,Cartagena,Teclado,5,552826,2764130,Normal
5870,2024-04-16,Martin Kelley,Bogotá,Mouse,5,145252,726260,Normal
5871,2024-07-17,Brad Guerrero,Medellín,Mouse,3,1767472,5302416,Alta
5872,2024-08-24,Rachel Johnson,Barranquilla,Monitor,6,1291741,7750446,Alta
5873,2025-01-19,Angel Castaneda,Bogotá,Teclado,1,435845,435845,Normal
5874,2024-08-12,Kayla Hernandez,Cartagena,Teclado,3,999820,2999460,Normal
5875,2024-07-03,Ryan Gregory,Medellín,Celular,2,602440,1204880,Normal
5876,2024-06-26,Dr. Rachel Flores,Medellín,Monitor,7,912457,6387199,Alta
5877,2024-07-29,Logan Smith,Cartagena,Teclado,9,571326,5141934,Alta
5878,2025-02-21,Kelly Ryan,Cartagena,Mouse,4,1313984,5255936,Alta
5879,2024-04-15,John Chung,Bogotá,Tablet,7,387580,2713060,Normal
5880,2024-10-08,Lori Marshall,Cali,Tablet,8,929122,7432976,Alta
5881,2024-08-03,Christopher Carey,Medellín,Monitor,2,825800,1651600,Normal
5882,2025-01-21,Tanner Ware,Bogotá,Celular,7,1832030,12824210,Alta
5883,2024-11-21,Timothy Rodriguez,Cartagena,Celular,3,818759,2456277,Normal
5884,2024-07-22,Taylor Fisher,Bogotá,Teclado,8,104509,836072,Normal
5885,2024-12-16,Carrie Ballard,Cartagena,Monitor,6,301134,1806804,Normal
5886,2025-03-11,Christopher Jensen,Barranquilla,Tablet,3,400821,1202463,Normal
5887,2024-06-29,Krystal Sanders,Cartagena,Mouse,8,809861,6478888,Alta
5888,2024-08-23,Janet Scott DVM,Cartagena,Teclado,3,791295,2373885,Normal
5889,2025-01-01,Mitchell Lucas,Cartagena,Mouse,9,699934,6299406,Alta
5890,2024-09-23,Frank Roberts,Cali,Teclado,3,746582,2239746,Normal
5891,2025-03-25,Eric Watkins,Cartagena,Laptop,1,610122,610122,Normal
5892,2024-07-06,James Meza,Medellín,Mouse,2,330716,661432,Normal
5893,2024-08-25,James Juarez,Medellín,Monitor,4,1009129,4036516,Normal
5894,2024-04-09,Laura Santos,Bogotá,Mouse,2,1661119,3322238,Normal
5895,2025-03-29,Jeffrey Hunt,Cali,Mouse,4,1215626,4862504,Normal
5896,2024-12-25,Gabrielle Haley,Bogotá,Teclado,4,248867,995468,Normal
5897,2024-12-26,Jacob Day,Medellín,Tablet,4,193148,772592,Normal
5898,2024-08-02,Lisa Day,Medellín,Laptop,1,140492,140492,Normal
5899,2024-05-19,Christopher Hart,Barranquilla,Mouse,9,707230,6365070,Alta
5900,2025-01-22,Nicholas Mack,Cartagena,Tablet,7,339854,2378978,Normal
5901,2025-03-06,Kim Proctor,Medellín,Celular,2,545126,1090252,Normal
5902,2024-10-14,Melissa Jones,Bogotá,Laptop,3,981216,2943648,Normal
5903,2024-05-13,Brittany Jackson,Bogotá,Laptop,8,996699,7973592,Alta
5904,2025-02-06,Amy Evans,Cartagena,Teclado,7,1026808,7187656,Alta
5905,2024-09-30,Mike Reeves,Cartagena,Mouse,4,1207865,4831460,Normal
5906,2025-02-19,Rebekah Paul,Barranquilla,Celular,4,629096,2516384,Normal
5907,2024-08-15,Andrew Horn,Cali,Teclado,9,1666230,14996070,Alta
5908,2024-10-02,David Webster,Bogotá,Monitor,5,718279,3591395,Normal
5909,2024-11-13,Kevin Davidson,Cartagena,Tablet,5,960801,4804005,Normal
5910,2024-08-29,Elizabeth Jensen,Bogotá,Tablet,7,1966905,13768335,Alta
5911,2025-01-16,Brent Spears,Cartagena,Teclado,1,467181,467181,Normal
5912,2024-04-23,Nathan Martinez,Medellín,Tablet,3,1617757,4853271,Normal
5913,2024-12-14,Brian Suarez,Bogotá,Mouse,2,177214,354428,Normal
5914,2024-08-01,Jill Nash,Medellín,Tablet,6,955193,5731158,Alta
5915,2024-11-02,Ethan Dyer,Bogotá,Mouse,6,1542806,9256836,Alta
5916,2024-12-01,Ronald Bell,Cali,Monitor,1,1220880,1220880,Normal
5917,2025-01-27,Joseph Jackson,Barranquilla,Celular,6,990194,5941164,Alta
5918,2024-04-14,Eric Brown,Medellín,Laptop,2,560773,1121546,Normal
5919,2025-03-25,Laura Villa,Cartagena,Teclado,4,545044,2180176,Normal
5920,2024-07-26,Krystal Patterson,Cali,Teclado,6,1731748,10390488,Alta
5921,2025-01-10,Cory Chandler,Bogotá,Mouse,3,1126936,3380808,Normal
5922,2024-08-03,Ronald Flores,Medellín,Monitor,3,856770,2570310,Normal
5923,2024-04-16,Matthew Kim,Bogotá,Monitor,3,1649071,4947213,Normal
5924,2024-09-17,Tammy Gallagher,Bogotá,Laptop,4,960830,3843320,Normal
5925,2024-11-18,Patricia Reyes,Bogotá,Celular,9,1782129,16039161,Alta
5926,2025-03-14,Jake Petersen,Barranquilla,Teclado,4,1126573,4506292,Normal
5927,2024-12-17,Christopher Smith,Barranquilla,Mouse,4,1347768,5391072,Alta
5928,2024-07-03,Joseph Long,Cartagena,Monitor,4,1153518,4614072,Normal
5929,2025-02-22,Jennifer Walker,Medellín,Teclado,7,1211257,8478799,Alta
5930,2025-01-03,Kathleen Robinson,Cali,Mouse,5,592797,2963985,Normal
5931,2024-05-13,Teresa Jones,Cali,Tablet,2,1774211,3548422,Normal
5932,2024-05-13,Olivia Houston,Cali,Teclado,7,1680234,11761638,Alta
5933,2025-01-11,Robert Sanders,Bogotá,Celular,3,537348,1612044,Normal
5934,2025-04-06,Linda Martin,Barranquilla,Mouse,1,1555464,1555464,Normal
5935,2025-02-20,Brandon Cross,Medellín,Celular,9,1856870,16711830,Alta
5936,2024-04-29,Joe Gonzalez,Bogotá,Teclado,5,418353,2091765,Normal
5937,2024-09-05,Caleb Gonzales,Barranquilla,Tablet,1,1222481,1222481,Normal
5938,2025-01-12,Pamela Cooper,Barranquilla,Celular,1,501683,501683,Normal
5939,2025-03-31,Alexis Gilbert,Medellín,Monitor,1,1044439,1044439,Normal
5940,2024-05-16,Thomas Ruiz,Medellín,Mouse,9,1981729,17835561,Alta
5941,2024-07-08,Danielle Baldwin,Medellín,Teclado,8,185401,1483208,Normal
5942,2024-04-17,Sharon Hawkins,Bogotá,Tablet,6,1604022,9624132,Alta
5943,2025-02-22,John Summers,Cartagena,Monitor,6,1160127,6960762,Alta
5944,2024-07-10,Mark Berger,Medellín,Teclado,6,1858860,11153160,Alta
5945,2024-09-15,Joshua Gonzalez,Cartagena,Tablet,4,1066156,4264624,Normal
5946,2025-02-23,Gary Johnson,Bogotá,Monitor,5,1977392,9886960,Alta
5947,2024-08-12,Mia Jones,Cartagena,Celular,3,678776,2036328,Normal
5948,2024-11-14,Philip Rojas,Cali,Teclado,3,983385,2950155,Normal
5949,2025-03-02,Betty Warren,Cartagena,Teclado,7,279669,1957683,Normal
5950,2024-06-18,Lori Ashley,Medellín,Celular,5,1857210,9286050,Alta
5951,2024-12-02,Courtney Faulkner,Bogotá,Laptop,8,1266224,10129792,Alta
5952,2025-01-19,Andrea Murphy,Medellín,Monitor,5,1811833,9059165,Alta
5953,2024-08-11,Michael Miranda,Cali,Celular,4,561221,2244884,Normal
5954,2024-07-27,Christy Chandler,Medellín,Teclado,3,324269,972807,Normal
5955,2024-07-27,Amber Flores,Medellín,Monitor,2,1458324,2916648,Normal
5956,2025-01-16,Donna Ryan,Medellín,Monitor,3,329005,987015,Normal
5957,2024-09-11,Adam Myers,Barranquilla,Laptop,7,664107,4648749,Normal
5958,2024-05-23,Karen Russell,Cali,Teclado,8,471012,3768096,Normal
5959,2024-10-25,Michelle Smith,Medellín,Tablet,5,218756,1093780,Normal
5960,2024-04-17,Lisa Hampton,Medellín,Laptop,1,842723,842723,Normal
5961,2024-12-21,Diane Miller,Medellín,Laptop,3,240854,722562,Normal
5962,2025-03-25,Gregory Barajas,Bogotá,Tablet,4,1703262,6813048,Alta
5963,2024-07-15,Theresa Jarvis,Barranquilla,Tablet,4,415676,1662704,Normal
5964,2024-04-06,Judy Stewart,Bogotá,Laptop,1,1960696,1960696,Normal
5965,2024-11-09,Lisa Wolfe,Barranquilla,Monitor,9,1567436,14106924,Alta
5966,2024-10-29,Holly Perez,Medellín,Celular,4,1623331,6493324,Alta
5967,2024-12-18,Jessica Blake,Cali,Celular,2,594065,1188130,Normal
5968,2024-08-29,Meghan Martinez,Cartagena,Laptop,9,1145391,10308519,Alta
5969,2024-08-15,Ann Landry,Cartagena,Monitor,4,1823969,7295876,Alta
5970,2024-09-13,Steven Franco,Medellín,Tablet,4,1592758,6371032,Alta
5971,2024-12-28,Larry Hall,Bogotá,Mouse,6,1283555,7701330,Alta
5972,2024-09-30,Michael Everett,Cali,Laptop,8,1840435,14723480,Alta
5973,2024-05-13,Pedro Leblanc,Barranquilla,Teclado,5,1371952,6859760,Alta
5974,2024-07-01,Sherry Terrell,Medellín,Monitor,8,173221,1385768,Normal
5975,2024-12-31,Hannah Levine,Cali,Teclado,1,1812209,1812209,Normal
5976,2024-04-30,Steven Scott,Cali,Teclado,4,817779,3271116,Normal
5977,2024-07-25,Sean Smith,Barranquilla,Laptop,1,1979674,1979674,Normal
5978,2024-08-23,John Greer,Cali,Monitor,3,768838,2306514,Normal
5979,2024-06-03,Emily Perez,Bogotá,Teclado,7,458124,3206868,Normal
5980,2024-09-12,Daniel Lowe,Bogotá,Monitor,1,1356552,1356552,Normal
5981,2024-12-01,Danielle Johnson,Bogotá,Celular,5,1654919,8274595,Alta
5982,2025-03-13,Jeremy Cameron,Cali,Mouse,1,1531277,1531277,Normal
5983,2024-06-03,Matthew Greene,Bogotá,Teclado,6,736213,4417278,Normal
5984,2024-04-21,Ana Jones,Barranquilla,Teclado,9,1156849,10411641,Alta
5985,2024-08-30,Sarah Lucas,Cali,Monitor,3,935677,2807031,Normal
5986,2024-11-22,Xavier Cook,Cartagena,Mouse,6,976538,5859228,Alta
5987,2025-04-06,Charles Hodges,Cali,Celular,4,801760,3207040,Normal
5988,2024-07-16,Linda Fry,Barranquilla,Teclado,6,1188284,7129704,Alta
5989,2024-08-07,Diana Bennett,Cartagena,Laptop,2,656840,1313680,Normal
5990,2024-09-12,Eric Campbell,Cali,Monitor,4,1855496,7421984,Alta
5991,2025-03-10,Rhonda Pope,Bogotá,Monitor,7,388574,2720018,Normal
5992,2024-08-06,Jeffrey Johnson,Medellín,Teclado,6,783935,4703610,Normal
5993,2024-05-16,Jamie Baker,Medellín,Celular,9,682721,6144489,Alta
5994,2024-05-29,Kayla Hurley,Bogotá,Teclado,7,411919,2883433,Normal
5995,2024-11-29,James Berry,Medellín,Tablet,1,1192012,1192012,Normal
5996,2024-05-30,James Boyle,Medellín,Teclado,6,1856560,11139360,Alta
5997,2024-04-28,John Ray,Bogotá,Mouse,3,264010,792030,Normal
5998,2024-12-01,James Johnson,Bogotá,Mouse,8,1174934,9399472,Alta
5999,2024-05-12,Jennifer Kennedy,Cali,Tablet,1,1812705,1812705,Normal
6000,2024-04-16,Victor Alexander,Cali,Mouse,2,1484515,2969030,Normal
6001,2024-08-09,Jonathon Greene,Bogotá,Mouse,3,1248395,3745185,Normal
6002,2025-03-01,Morgan Wells,Barranquilla,Laptop,3,981697,2945091,Normal
6003,2025-02-25,Amber Mathis,Medellín,Monitor,7,1746592,12226144,Alta
6004,2024-08-27,Katie Krueger,Cali,Mouse,8,724790,5798320,Alta
6005,2024-11-06,Daniel Smith,Medellín,Monitor,9,1952293,17570637,Alta
6006,2024-04-30,Ruth Horn,Cartagena,Celular,7,253359,1773513,Normal
6007,2024-11-15,Nathan Ford,Bogotá,Teclado,8,1982369,15858952,Alta
6008,2024-04-20,Jennifer Goodwin,Barranquilla,Laptop,6,1704211,10225266,Alta
6009,2024-07-24,Mike Bird,Cartagena,Tablet,2,337131,674262,Normal
6010,2024-11-29,Marcus Harper,Cartagena,Celular,1,502202,502202,Normal
6011,2024-09-13,Robert Johnson,Cartagena,Laptop,3,1412786,4238358,Normal
6012,2024-11-28,David Abbott,Bogotá,Laptop,9,1191355,10722195,Alta
6013,2025-02-17,Benjamin Garcia,Cali,Tablet,7,327362,2291534,Normal
6014,2025-03-12,Timothy Gilbert,Bogotá,Tablet,2,419858,839716,Normal
6015,2024-07-19,Dave Bentley,Cali,Monitor,1,464355,464355,Normal
6016,2024-05-14,Terry Rogers,Cartagena,Teclado,2,680400,1360800,Normal
6017,2024-07-08,Cynthia Contreras,Cartagena,Celular,3,1786768,5360304,Alta
6018,2024-05-31,Isaiah Velazquez,Barranquilla,Teclado,6,1118404,6710424,Alta
6019,2025-02-13,Ashley Wang,Cali,Celular,9,1259538,11335842,Alta
6020,2024-04-11,Tammy Kelley,Cartagena,Laptop,8,290104,2320832,Normal
6021,2024-07-25,Brandon Caldwell,Medellín,Mouse,9,1954713,17592417,Alta
6022,2024-04-29,Sandy Guerrero,Barranquilla,Mouse,8,1387282,11098256,Alta
6023,2024-11-16,Melissa Gomez,Bogotá,Tablet,7,1041608,7291256,Alta
6024,2025-01-24,Steven Stewart,Barranquilla,Tablet,6,588784,3532704,Normal
6025,2024-09-29,Robert Young,Medellín,Laptop,8,1118429,8947432,Alta
6026,2025-02-08,Gregory Choi,Cali,Laptop,6,962888,5777328,Alta
6027,2025-02-10,Lauren Hernandez,Bogotá,Celular,2,142125,284250,Normal
6028,2024-08-18,Patricia Page,Bogotá,Laptop,9,1469572,13226148,Alta
6029,2025-01-24,Richard Nunez,Cali,Celular,9,1522773,13704957,Alta
6030,2024-05-22,Matthew Smith,Barranquilla,Teclado,3,1119649,3358947,Normal
6031,2025-03-26,Samuel Mclean,Cartagena,Tablet,9,530542,4774878,Normal
6032,2024-11-09,Dennis Black,Barranquilla,Tablet,2,198226,396452,Normal
6033,2025-01-15,Anthony Williams,Medellín,Mouse,3,669824,2009472,Normal
6034,2025-03-30,Christopher Frazier,Cartagena,Mouse,6,1333718,8002308,Alta
6035,2024-10-16,Peter Brown,Barranquilla,Tablet,4,1566891,6267564,Alta
6036,2024-05-08,Jesse Graves,Cali,Teclado,8,1251219,10009752,Alta
6037,2024-11-12,Lori Sanchez,Medellín,Teclado,1,1574798,1574798,Normal
6038,2025-03-08,Ellen Erickson,Medellín,Monitor,6,478052,2868312,Normal
6039,2025-01-17,James James,Medellín,Celular,2,1395104,2790208,Normal
6040,2024-07-11,Daryl Smith,Cartagena,Mouse,6,649098,3894588,Normal
6041,2024-07-20,Henry Church,Bogotá,Celular,1,1367898,1367898,Normal
6042,2024-12-19,Ryan Simpson,Cartagena,Mouse,2,225640,451280,Normal
6043,2024-12-13,Gabriel Martinez,Barranquilla,Monitor,9,460038,4140342,Normal
6044,2025-02-10,Juan Nunez,Bogotá,Tablet,6,590785,3544710,Normal
6045,2024-07-07,Cole Martinez,Barranquilla,Celular,8,631676,5053408,Alta
6046,2024-08-07,Julia Madden,Bogotá,Mouse,7,1530000,10710000,Alta
6047,2024-05-01,Joseph Smith,Cartagena,Celular,9,1240207,11161863,Alta
6048,2024-12-02,Jason Andrews,Medellín,Tablet,9,1469967,13229703,Alta
6049,2024-05-06,Wanda Watkins,Cali,Laptop,4,1934285,7737140,Alta
6050,2025-03-26,James Young,Medellín,Mouse,7,1883394,13183758,Alta
6051,2025-01-11,Kevin Huffman,Cartagena,Laptop,5,1305159,6525795,Alta
6052,2024-06-24,Steven Davis,Bogotá,Monitor,7,1338260,9367820,Alta
6053,2024-11-04,Sean Smith,Medellín,Teclado,4,794584,3178336,Normal
6054,2024-07-02,Harold Townsend,Cartagena,Celular,1,125394,125394,Normal
6055,2024-12-18,Samantha Parker,Barranquilla,Mouse,4,849039,3396156,Normal
6056,2024-12-28,Nicolas Fox,Cali,Celular,3,1201845,3605535,Normal
6057,2025-01-27,Christopher Fuller,Medellín,Monitor,9,814819,7333371,Alta
6058,2024-10-28,Ryan Flores,Bogotá,Monitor,5,167975,839875,Normal
6059,2024-09-27,Amanda Lewis,Barranquilla,Celular,4,1373147,5492588,Alta
6060,2024-05-19,Ryan Lucas,Cartagena,Mouse,8,617184,4937472,Normal
6061,2025-04-02,Kyle Molina,Cali,Tablet,5,896451,4482255,Normal
6062,2024-07-29,Clinton Harris,Bogotá,Tablet,3,1957478,5872434,Alta
6063,2024-09-11,Deborah Lopez,Cartagena,Teclado,2,940408,1880816,Normal
6064,2024-04-23,Jeremy Blair,Cartagena,Celular,8,1536188,12289504,Alta
6065,2024-09-14,Joshua Clark,Medellín,Celular,2,1279328,2558656,Normal
6066,2024-09-05,Crystal Bass,Medellín,Mouse,8,979159,7833272,Alta
6067,2025-02-04,Kristina Garcia,Bogotá,Celular,5,1256945,6284725,Alta
